Rue;Code Bureau;Bureau de Vote;Score Priorité;Nb Électeurs;Nb Foyers;Électeurs/Foyer;Âge Moyen;% Natifs Vendée;% Hommes
IMPASSE BEL AIR (85100);3;CONSERVATOIRE MARIN MARAIS;31,02;36;20;1,80;62,42;33,33;47,22
RUE HENRI DUNANT (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,99;32;18;1,78;61,53;28,13;43,75
IMPASSE DE L'EIDER (85100);12;SALLE DES FETES DE LA CHAUME N°2;30,99;18;8;2,25;64,11;44,44;55,56
RUE ALFRED DE VIGNY (85180);36;ECOLE PRIMAIRE RENE MILLET ;30,98;27;14;1,93;63,89;48,15;44,44
RUE GUY DE MAUPASSANT (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,98;17;8;2,13;64,00;52,94;52,94
IMPASSE DES RIVIERES (85180);21;LA MAISON DES SPORTS;30,98;10;6;1,67;56,40;40,00;50,00
RUE DES TAILLIS [OLONNE SUR MER] (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;30,98;12;8;1,50;36,67;83,33;33,33
RUE JEAN-CLAUDE BRIALY [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;30,98;12;8;1,50;53,33;25,00;66,67
RUE DU MOULINEAU [CHATEAU D'OLONNE] (85180);36;ECOLE PRIMAIRE RENE MILLET ;30,98;34;25;1,36;53,47;41,18;44,12
RUE DE LA CURE (85100);6;SALLE DES FETES DE LA CHAUME N°1;30,98;35;22;1,59;58,23;48,57;42,86
RUE DU POINT DU JOUR (85100);3;CONSERVATOIRE MARIN MARAIS;30,97;28;15;1,87;62,82;60,71;42,86
ALLEE AIME FRANCOIS DUPLEIX (85100);10;HOTEL DE VILLE N°2;30,97;46;29;1,59;59,63;19,57;39,13
RUE DE SAINT JAMES (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;30,96;15;7;2,14;63,80;53,33;53,33
AVENUE CHARLES DE GAULLE (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;30,96;54;33;1,64;61,74;42,59;44,44
RUE DES DIGITALES [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;30,96;12;9;1,33;39,92;58,33;50,00
RUE PABLO PICASSO (85340);30;OLONNESPACE;30,94;23;12;1,92;63,26;56,52;43,48
RUE D'OLONNE [CHATEAU D'OLONNE] (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;30,93;12;8;1,50;53,50;16,67;58,33
ALLEE FRANÇOIS DORIEUX (85100);7;SALLE AUDUBON N°1;30,92;30;20;1,50;34,07;50,00;30,00
RUE DE GRANDCHAMP [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;30,90;11;9;1,22;47,91;36,36;45,45
RUE SAINT HILAIRE (85180);36;ECOLE PRIMAIRE RENE MILLET ;30,88;15;9;1,67;57,40;53,33;46,67
RUE DES GOBINIERES (85180);15;GALERIE DES RIAUX;30,86;42;22;1,91;65,93;52,38;45,24
RUE DES PIECES FRANCHES [CHATEAU D'OLONNE] (85180);15;GALERIE DES RIAUX;30,85;13;8;1,63;56,38;23,08;53,85
IMPASSE ALEXANDRE DUMAS [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,84;14;8;1,75;59,07;21,43;71,43
ALLEE DES GAZELLES (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,83;40;21;1,90;65,65;50,00;37,50
RUE PIERRE CORNEILLE (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,83;36;19;1,89;64,92;58,33;52,78
IMPASSE DES GERANIUMS (85100);2;AUDITORIUM SAINT-MICHEL;30,83;13;8;1,63;56,46;53,85;46,15
ALLEE DE LA MEILLERAIE (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;30,82;16;11;1,45;53,50;37,50;50,00
RUE CAMILLE GUERIN (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;30,81;27;14;1,93;64,48;44,44;48,15
ALLEE DES HETRES (85340);30;OLONNESPACE;30,81;12;6;2,00;63,92;66,67;50,00
RUE DE CHAMPAILLAS [OLONNE SUR MER] (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;30,78;12;10;1,20;42,00;16,67;41,67
RUE SIMONE VEIL (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;30,78;132;94;1,40;63,83;44,70;43,18
IMPASSE DES BOURRELIERES (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,77;17;9;1,89;62,47;64,71;52,94
RUE DES AMARYLLIS [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;30,76;10;8;1,25;41,20;50,00;50,00
RUE PAUL BAUDRY (85100);3;CONSERVATOIRE MARIN MARAIS;30,74;47;28;1,68;62,36;40,43;40,43
RUE JULES RIMET [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;30,74;21;15;1,40;53,33;9,52;38,10
RUE DES SABLES (85340);34;CENTRE JEAN DE LA FONTAINE ;30,74;34;23;1,48;56,65;64,71;44,12
RUE DES FRERES MONTGOLFIER [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;30,73;21;12;1,75;60,38;19,05;42,86
RUE DES TILLEULS (85340);26;LYCEE ERIC TABARLY;30,73;44;26;1,69;62,30;59,09;40,91
ROUTE DES PINS (85340);33;COLONIE DE SAUVETERRE;30,72;62;44;1,41;59,06;51,61;58,06
RUE MARÉCHAL LYAUTEY [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;30,71;16;13;1,23;40,63;37,50;31,25
RUE DES PARELLES (85340);26;LYCEE ERIC TABARLY;30,70;15;9;1,67;58,00;73,33;46,67
ALLEE DES CHIRONS [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;30,70;10;8;1,25;49,00;10,00;50,00
AVENUE DE LA VENDEE [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;30,68;15;10;1,50;54,73;13,33;53,33
COURS LOUIS GUEDON (85100);8;ECOLE MATERNELLE DES JARDINS;30,67;114;71;1,61;68,20;25,44;34,21
RUE DES OISEAUX (85100);2;AUDITORIUM SAINT-MICHEL;30,67;22;12;1,83;62,36;31,82;50,00
ALLEE DE LA GOELETTE (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;30,66;11;5;2,20;64,27;63,64;54,55
RUE DES ESSARTS (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;30,66;56;33;1,70;64,21;28,57;50,00
RUE DU GENOIS (85100);12;SALLE DES FETES DE LA CHAUME N°2;30,65;35;25;1,40;55,49;31,43;60,00
ALLEE D'AUTEUIL (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;30,64;34;19;1,79;63,18;44,12;52,94
IMPASSE CLAUDE DEBUSSY (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,64;22;17;1,29;51,68;54,55;50,00
RUE DU HAMEAU DES PINS [CHATEAU D'OLONNE] (85180);35;SALLE AUDUBON N°2;30,64;16;10;1,60;57,00;18,75;50,00
RUE LA LAVANDE DE MER (85340);31;LE STELLA;30,64;10;8;1,25;49,20;10,00;50,00
CHEMIN DU MARCHE VAUT (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;30,64;35;15;2,33;67,54;60,00;42,86
AVENUE GEORGES POMPIDOU (85100);8;ECOLE MATERNELLE DES JARDINS;30,63;129;80;1,61;68,47;31,78;41,86
RUE SIMONE VEIL (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,62;68;46;1,48;61,56;44,12;42,65
RUE JULES LADOUMEGUE (85180);21;LA MAISON DES SPORTS;30,62;75;45;1,67;66,28;57,33;50,67
RUE PIERRE ARNAUD (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;30,62;12;7;1,71;58,83;58,33;50,00
IMPASSE KERMES [OLONNE SUR MER] (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;30,61;12;9;1,33;38,75;83,33;50,00
IMPASSE DU PERCLUS (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,60;27;14;1,93;65,19;48,15;44,44
BOULEVARD AMPERE (85100);7;SALLE AUDUBON N°1;30,59;64;42;1,52;62,03;28,13;39,06
AVENUE DE NOIRMOUTIER (85180);20;COLONIE KER-NETRA;30,58;25;11;2,27;66,40;28,00;48,00
RUE DES SABLAIS [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,56;36;22;1,64;60,67;16,67;50,00
IMPASSE DES IRIS (85100);3;CONSERVATOIRE MARIN MARAIS;30,55;21;12;1,75;60,95;28,57;47,62
ALLEE DE LA PERGOLA (85340);27; GYMNASE DES CHIRONS;30,55;29;16;1,81;63,28;41,38;48,28
RUE SAINT ARMEL (85100);9;OFFICE DU TOURISME DE LA GARE ;30,55;57;43;1,33;57,28;29,82;38,60
RUE JEAN CORVISART (85180);15;GALERIE DES RIAUX;30,54;35;18;1,94;66,74;48,57;40,00
RUE DES FORGERONS (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;30,54;24;12;2,00;66,42;29,17;54,17
RUE MAURICE RAVEL (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,53;46;32;1,44;58,11;65,22;43,48
CHEMIN DES TERRES FRANCHES (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;30,53;11;6;1,83;61,36;63,64;54,55
RUE LA CONDAMINE [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,53;10;6;1,67;57,90;20,00;30,00
RUE MAXIME BUDAIL (85100);2;AUDITORIUM SAINT-MICHEL;30,52;47;29;1,62;61,96;51,06;44,68
RUE DES NORMANDS (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;30,51;138;86;1,60;68,72;23,19;42,75
RUE DES ANEMONES (85340);27; GYMNASE DES CHIRONS;30,51;34;19;1,79;63,62;50,00;44,12
ALLEE DES CERISIERS (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;30,51;32;19;1,68;61,25;34,38;46,88
RUE DE LA MARNE (85100);6;SALLE DES FETES DE LA CHAUME N°1;30,46;99;61;1,62;69,11;29,29;39,39
RUE JOSEPH PELLETIER [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,46;15;11;1,36;37,27;53,33;40,00
IMP DU MOULIN DU PUITS ROCHAIS [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,46;11;7;1,57;33,64;27,27;45,45
ALLEE DU CHARDON BLEU (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,46;24;14;1,71;60,96;45,83;50,00
RUE DE L' ARTIMON (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;30,46;73;47;1,55;64,27;30,14;46,58
RUE VINCENT AURIOL (85180);35;SALLE AUDUBON N°2;30,46;12;6;2,00;65,08;41,67;50,00
RUE DU DOCTEUR SCHWEITZER [CHATEAU D'OLONNE] (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,45;52;35;1,49;60,15;15,38;36,54
RUE ROCHE PIE [OLONNE SUR MER] (85340);30;OLONNESPACE;30,45;19;18;1,06;47,16;31,58;26,32
RUE DES ANEMONES [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;30,44;13;9;1,44;54,15;38,46;46,15
RUE DES BORÉES (85340);31;LE STELLA;30,42;13;7;1,86;62,46;76,92;46,15
RUE DES PIVOINES (85340);34;CENTRE JEAN DE LA FONTAINE ;30,42;11;6;1,83;61,73;18,18;36,36
IMPASSE DU PELICAN (85100);12;SALLE DES FETES DE LA CHAUME N°2;30,42;15;6;2,50;65,60;66,67;40,00
RUE EDITH PIAF (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;30,42;31;16;1,94;66,48;32,26;51,61
RUE GUYNEMER (85100);8;ECOLE MATERNELLE DES JARDINS;30,42;37;21;1,76;63,78;24,32;40,54
RESIDENCE DES GILLERIES (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,41;39;30;1,30;54,82;41,03;38,46
CORNICHE DU NOUCH (85100);6;SALLE DES FETES DE LA CHAUME N°1;30,41;62;31;2,00;71,90;19,35;51,61
RUE JULES FERRY [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;30,39;18;12;1,50;56,11;5,56;44,44
RUE DES VIORNES (85340);26;LYCEE ERIC TABARLY;30,39;18;9;2,00;66,11;55,56;38,89
RUE DENIS PAPIN [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;30,38;11;7;1,57;56,64;54,55;54,55
RUE DES PAVOTS (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;30,37;27;15;1,80;63,37;40,74;55,56
IMPASSE DU CHATELET (85180);21;LA MAISON DES SPORTS;30,37;21;12;1,75;61,57;47,62;33,33
RUE BARILLON (85100);2;AUDITORIUM SAINT-MICHEL;30,37;54;30;1,80;66,98;27,78;46,30
IMPASSE MADELEINE BRÈS (85180);15;GALERIE DES RIAUX;30,36;15;7;2,14;65,80;46,67;60,00
RUE DES BURONS (85100);9;OFFICE DU TOURISME DE LA GARE ;30,35;52;29;1,79;66,62;51,92;46,15
RUE SOEUR EMMANUELLE (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,34;34;20;1,70;62,41;26,47;35,29
RUE DES BERGERONNETTES [OLONNE SUR MER] (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;30,33;13;7;1,86;62,77;46,15;30,77
RUE DU VILLAGE NEUF (85100);6;SALLE DES FETES DE LA CHAUME N°1;30,33;34;21;1,62;60,82;44,12;50,00
RUE DU DOCTEUR LAENNEC (85180);15;GALERIE DES RIAUX;30,33;42;29;1,45;58,48;35,71;52,38
RUE REMBRANDT (85180);15;GALERIE DES RIAUX;30,32;30;15;2,00;67,93;46,67;56,67
RUE RAOUL FOLLEREAU (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,31;13;7;1,86;62,85;46,15;46,15
ALLEE DES CHENES VERTS (85340);26;LYCEE ERIC TABARLY;30,29;21;11;1,91;65,00;57,14;61,90
RUE DES DAMES (85100);6;SALLE DES FETES DE LA CHAUME N°1;30,29;10;6;1,67;58,70;40,00;50,00
RUE DU PUITS LANDAIS (85100);8;ECOLE MATERNELLE DES JARDINS;30,29;22;13;1,69;60,82;50,00;36,36
VOIE DE LA BAUQUIERE (85100);12;SALLE DES FETES DE LA CHAUME N°2;30,24;16;13;1,23;50,94;31,25;37,50
RUE DES SABLAIS (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,23;37;23;1,61;61,35;51,35;51,35
AVENUE DU COLOMBIER [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;30,22;17;12;1,42;54,88;23,53;47,06
RUE DU BEAUPRE (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,21;56;31;1,81;67,89;42,86;48,21
RUE SERAPHIN BUTON (85180);36;ECOLE PRIMAIRE RENE MILLET ;30,21;68;50;1,36;60,57;50,00;36,76
BOULEVARD DE CASTELNAU (85100);4;ECOLE MATERNELLE CLEMENCEAU;30,21;92;59;1,56;67,76;34,78;36,96
ALLEE DES FREGATES (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,20;15;9;1,67;59,67;46,67;46,67
RUE DE LA TONNELLE [OLONNE SUR MER] (85340);27; GYMNASE DES CHIRONS;30,18;19;13;1,46;56,16;26,32;57,89
IMPASSE RENE DESCARTES (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,17;14;8;1,75;61,29;42,86;50,00
RUE DES MERCIERS (85100);9;OFFICE DU TOURISME DE LA GARE ;30,17;49;33;1,48;60,67;38,78;38,78
RUE PAUL VALERY (85180);36;ECOLE PRIMAIRE RENE MILLET ;30,17;22;12;1,83;64,05;54,55;50,00
RUE DE LA CHEVALLERIE (85340);34;CENTRE JEAN DE LA FONTAINE ;30,15;16;9;1,78;62,19;56,25;43,75
RUE ROSA PARKS [OLONNE SUR MER] (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,15;46;39;1,18;54,24;23,91;39,13
RUE BRISEE (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;30,13;25;15;1,67;61,24;40,00;52,00
RUE JEAN-JACQUES ROUSSEAU (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,12;38;19;2,00;69,66;52,63;47,37
ALLEE D'ENGHIEN (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;30,12;10;7;1,43;54,50;60,00;60,00
RUE VILLEBOIS MAREUIL (85100);4;ECOLE MATERNELLE CLEMENCEAU;30,12;44;23;1,91;68,73;34,09;38,64
RUE DES CORDELIERS (85340);34;CENTRE JEAN DE LA FONTAINE ;30,12;17;7;2,43;66,88;58,82;41,18
ALLEE DES LIERRES (85340);26;LYCEE ERIC TABARLY;30,11;10;6;1,67;59,30;90,00;30,00
RUE DE L'ATLANTIDE [CHATEAU D'OLONNE] (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,10;17;9;1,89;64,71;11,76;41,18
ROUTE DE L' AUBRAIE (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;30,10;37;23;1,61;61,78;56,76;51,35
RUE DE LA POISSONNERIE (85100);1;HOTEL DE VILLE;30,09;18;12;1,50;57,11;44,44;55,56
RUE ALBERT LEBRUN [CHATEAU D'OLONNE] (85180);17;CENTRE DE LOISIRS DES PLESSES;30,08;12;8;1,50;56,33;41,67;33,33
RUE DES NOUETTES (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,08;70;44;1,59;65,89;42,86;37,14
RUE VASCO DE GAMA [CHATEAU D'OLONNE] (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;30,08;14;9;1,56;57,71;21,43;35,71
IMPASSE ALEXANDRE YERSIN (85180);15;GALERIE DES RIAUX;30,08;39;28;1,39;57,79;56,41;38,46
RUE ROBERT DEBRE (85180);15;GALERIE DES RIAUX;30,08;37;26;1,42;58,14;29,73;43,24
AVENUE CHARLES DE GAULLE (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;30,07;39;27;1,44;58,85;43,59;46,15
RUE AMIRAL VAUGIRAUD (85100);10;HOTEL DE VILLE N°2;30,06;195;121;1,61;70,36;24,10;42,05
ALLEE DE VINCENNES (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;30,06;15;9;1,67;60,13;60,00;40,00
RUE CHARLES LECOCQ (85180);16;ECOLE PRIMAIRE DES NOUETTES;30,06;19;11;1,73;61,89;57,89;36,84
RUE LOUIS JOUVET (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;30,05;35;20;1,75;64,49;57,14;45,71
RUE DE VILLENEUVE (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,05;25;14;1,79;63,88;56,00;48,00
PROMENADE DE CAYOLA (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;30,05;13;8;1,63;59,08;38,46;46,15
RUE DE LA CORVETTE (85100);5;CENTRE DE LOISIRS DE L'ARMANDECHE N°1;30,04;19;11;1,73;61,95;36,84;57,89
RUE MAURICE UTRILLO (85180);15;GALERIE DES RIAUX;30,02;15;9;1,67;60,27;53,33;40,00
IMPASSE DU BELLAY (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;30,02;16;9;1,78;62,63;50,00;37,50
RUE JULES LADOUMEGUE [CHATEAU D'OLONNE] (85180);21;LA MAISON DES SPORTS;30,00;21;16;1,31;35,95;42,86;57,14
RUE FELIX FAURE (85100);4;ECOLE MATERNELLE CLEMENCEAU;29,97;75;46;1,63;67,71;30,67;45,33
RUE VICTOR HUGO (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;29,97;47;26;1,81;67,53;55,32;38,30
RUE EMILE LANSIER [OLONNE SUR MER] (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;29,96;10;6;1,67;30,20;40,00;20,00
RUE DE LA FONTAINE (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;29,96;38;24;1,58;61,87;34,21;28,95
RUE CHARLES ET PIERRETTE SORLIER (85100);8;ECOLE MATERNELLE DES JARDINS;29,95;20;13;1,54;58,60;35,00;40,00
RUE DE LA BONNE VIERGE (85100);12;SALLE DES FETES DE LA CHAUME N°2;29,95;55;32;1,72;66,87;49,09;45,45
RUE DES REMPARTS (85100);8;ECOLE MATERNELLE DES JARDINS;29,95;24;9;2,67;68,38;33,33;41,67
RUE HERVE BAZIN (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;29,95;25;16;1,56;59,76;44,00;32,00
AVENUE FRANCOIS MITTERRAND (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;29,94;139;90;1,54;69,41;55,40;42,45
RUE CASIMIR PERIER (85180);35;SALLE AUDUBON N°2;29,94;13;7;1,86;64,08;38,46;46,15
RUE MICHEL COLUCCI (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;29,94;38;21;1,81;66,47;39,47;55,26
RUE JULES FERRY [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;29,93;19;16;1,19;51,53;26,32;26,32
AVENUE CARNOT (85100);10;HOTEL DE VILLE N°2;29,93;38;18;2,11;70,32;28,95;39,47
ALLÉE DES GRIOTTIERS (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;29,92;24;12;2,00;68,46;50,00;50,00
RUE DES DUNES (85100);8;ECOLE MATERNELLE DES JARDINS;29,92;11;5;2,20;66,73;45,45;36,36
BOULEVARD LAPLACE (85100);4;ECOLE MATERNELLE CLEMENCEAU;29,92;114;71;1,61;70,73;22,81;38,60
BOULEVARD DE LA LIBÉRATION (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;29,91;53;35;1,51;62,64;26,42;43,40
RUE DES GRILLONS (85340);26;LYCEE ERIC TABARLY;29,91;16;10;1,60;59,44;56,25;43,75
RUE MANUEL (85100);1;HOTEL DE VILLE;29,89;11;7;1,57;58,27;81,82;45,45
RUE MARYSE BASTIE (85100);7;SALLE AUDUBON N°1;29,89;23;14;1,64;61,30;26,09;39,13
RUE DU DOCTEUR LAENNEC [CHATEAU D'OLONNE] (85180);15;GALERIE DES RIAUX;29,87;24;16;1,50;58,63;50,00;50,00
RUE DES OEILLETS (85340);27; GYMNASE DES CHIRONS;29,87;22;11;2,00;68,36;59,09;50,00
RUE JACQUES BREL (85180);22;SALLE CALIXTE-AIME PLISSONNEAU N°2;29,87;43;24;1,79;67,00;34,88;44,19
RUE DU MOULINEAU (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;29,85;54;32;1,69;66,46;40,74;48,15
RUE DE LA MINE (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;29,84;17;11;1,55;58,71;64,71;52,94
RUE SOPHIE GERMAIN [OLONNE SUR MER] (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;29,83;12;9;1,33;53,83;33,33;33,33
ALLEE DES CEDRES (85340);30;OLONNESPACE;29,81;14;7;2,00;67,50;35,71;42,86
RUE CHARLES PERRAULT (85180);13;MAIRIE ANNEXE DU CHATEAU D'OLONNE;29,81;32;18;1,78;65,47;46,88;40,63
CHEMIN DES BOUSSAIS (85180);20;COLONIE KER-NETRA;29,80;22;12;1,83;65,27;45,45;50,00
RUE DES PIVERTS (85340);31;LE STELLA;29,79;34;18;1,89;68,00;70,59;41,18
RUE OCTAVE VOYER (85100);10;HOTEL DE VILLE N°2;29,79;14;5;2,80;67,57;28,57;42,86
ALLEE DES CHASSE-MAREES (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;29,77;10;5;2,00;67,10;20,00;50,00
RUE JULES FERRY (85180);20;COLONIE KER-NETRA;29,76;38;25;1,52;61,26;39,47;47,37
BOULEVARD ANCIENS COMBATTANTS (85100);12;SALLE DES FETES DE LA CHAUME N°2;29,75;17;9;1,89;65,88;47,06;52,94
RUE HERGE (85340);29;GROUPE SCOLAIRE R.G.CADOU N°2;29,75;24;16;1,50;59,04;37,50;37,50
RUE DES GATELARDS (85100);11;CENTRE DE LOISIRS DE L'ARMANDECHE N°2;29,74;19;11;1,73;62,95;31,58;31,58
RUE DE BEAUMARCHAIS (85180);36;ECOLE PRIMAIRE RENE MILLET ;29,72;29;15;1,93;68,48;44,83;44,83
RUE DU PRESSOIR [OLONNE SUR MER] (85340);24;COMPLEXE CULTUREL DU HAVRE D'OLONNE;29,71;16;11;1,45;57,19;25,00;43,75
RUE THALASSA (85180);18;ECOLE MATERNELLE DE LA PIRONNIERE;29,71;15;8;1,88;65,47;33,33;46,67
IMPASSE FREDERIC MISTRAL (85180);20;COLONIE KER-NETRA;29,71;20;11;1,82;65,00;25,00;40,00
PROMENADE AMIRAL LAFARGUE (85100);1;HOTEL DE VILLE;29,71;76;41;1,85;73,18;50,00;42,11
ALLEE DES PAQUERETTES (85340);27; GYMNASE DES CHIRONS;29,71;12;6;2,00;67,58;33,33;50,00
ALLEE DU MOULIN DES ROSES [OLONNE SUR MER] (85340);23;COMPLEXE SPORTIF D'OLONNE SUR MER;29,71;12;9;1,33;35,75;58,33;50,00
ALLEE DES DAPHNES (85340);34;CENTRE JEAN DE LA FONTAINE ;29,70;36;21;1,71;65,08;38,89;41,67
AVENUE NINA D'ASTY [CHATEAU D'OLONNE] (85180);20;COLONIE KER-NETRA;29,70;21;14;1,50;58,81;14,29;52,38
RUE DE L'YSER (85100);6;SALLE DES FETES DE LA CHAUME N°1;29,70;19;12;1,58;60,21;15,79;42,11
RUE DU MOULIN (85100);6;SALLE DES FETES DE LA CHAUME N°1;29,69;45;28;1,61;64,18;35,56;40,00
RUE DES ECOLIERS (85100);8;ECOLE MATERNELLE DES JARDINS;29,68;31;16;1,94;68,94;35,48;41,94
RUE DES BERGERS (85340);25;MAIRIE ANNEXE D'OLONNE SUR MER ;29,67;69;45;1,53;65,96;56,52;44,93
IMPASSE DES CANARIS (85100);9;OFFICE DU TOURISME DE LA GARE ;29,67;11;7;1,57;59,00;54,55;45,45
RUE CHARLES CHARRIER (85100);6;SALLE DES FETES DE LA CHAUME N°1;29,66;37;24;1,54;61,89;35,14;43,24
RUE CHATEAUBRIAND [OLONNE SUR MER] (85340);28;GROUPE SCOLAIRE R.G.CADOU N°1;29,65;11;9;1,22;52,09;36,36;27,27
RUE DES STERNES (85340);32;MAIRIE ANNEXE D'OLONNE SUR MER N°2;29,64;15;9;1,67;61,53;66,67;53,33
RUE DE BOURDIGAL (85180);19;ECOLE PRIMAIRE DE LA PIRONNIERE;29,64;25;13;1,92;68,00;28,00;52,00
RUE JOSEPH CUGNOT [CHATEAU D'OLONNE] (85180);21;LA MAISON DES SPORTS;29,63;13;8;1,63;60,46;15,38;53,85
RUE D'OLONNE (85180);36;ECOLE PRIMAIRE RENE MILLET ;29,63;27;14;1,93;68,41;55,56;51,85
RUE DES BUANDIERES (85100);8;ECOLE MATERNELLE DES JARDINS;29,62;23;14;1,64;62,17;43,48;43,48
RUE CHARLES NICOLLE [CHATEAU D'OLONNE] (85180);14;SALLE CALIXTE-AIME PLISSONNEAU N°1;29,62;10;8;1,25;37,40;50,00;60,00
RUE DES PLESSES (85180);17;CENTRE DE LOISIRS DES PLESSES;29,62;56;49;1,14;56,61;28,57;39,29
RUE DE LA MARCELLIERE [CHATEAU D'OLONNE] (85180);35;SALLE AUDUBON N°2;29,61;30;21;1,43;58,87;16,67;43,33
